word,ipa,parameter,description,alternative,comment,translation,glottocode,source
dubala,,3d-a,3rd dual transitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3d-s,3rd dual intransitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3d-o,3rd dual transitive object,,,,krio1252,SchultzeBerndt2013
dubala,,3d-p,3rd dual possessive,,,,krio1252,SchultzeBerndt2013
olabat,,3p-a,3rd plural transitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3p-s,3rd plural intransitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3p-o,3rd plural transitive object,,,,krio1252,SchultzeBerndt2013
olabat,,3p-p,3rd plural possessive,,,,krio1252,SchultzeBerndt2013
dubala,,3du_m_a,3rd dual gender1 transitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3du_m_s,3rd dual gender1 intransitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3du_m_o,3rd dual gender1 transitive object,,,,krio1252,SchultzeBerndt2013
dubala,,3du_m_p,3rd dual gender1 possessive,,,,krio1252,SchultzeBerndt2013
dubala,,3du_f_a,3rd dual gender2 transitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3du_f_s,3rd dual gender2 intransitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3du_f_o,3rd dual gender2 transitive object,,,,krio1252,SchultzeBerndt2013
dubala,,3du_f_p,3rd dual gender2 possessive,,,,krio1252,SchultzeBerndt2013
dubala,,3du_n_a,3rd dual gender3 transitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3du_n_s,3rd dual gender3 intransitive subject,,,,krio1252,SchultzeBerndt2013
dubala,,3du_n_o,3rd dual gender3 transitive object,,,,krio1252,SchultzeBerndt2013
dubala,,3du_n_p,3rd dual gender3 possessive,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_m_a,3rd plural gender1 transitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_m_s,3rd plural gender1 intransitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_m_o,3rd plural gender1 transitive object,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_m_p,3rd plural gender1 possessive,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_f_a,3rd plural gender2 transitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_f_s,3rd plural gender2 intransitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_f_o,3rd plural gender2 transitive object,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_f_p,3rd plural gender2 possessive,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_n_a,3rd plural gender3 transitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_n_s,3rd plural gender3 intransitive subject,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_n_o,3rd plural gender3 transitive object,,,,krio1252,SchultzeBerndt2013
olabat,,3pl_n_p,3rd plural gender3 possessive,,,,krio1252,SchultzeBerndt2013
im,,3sg_n_a,3rd singular gender3 transitive subject,,,,krio1252,SchultzeBerndt2013
im,,3sg_n_s,3rd singular gender3 intransitive subject,,,,krio1252,SchultzeBerndt2013
im,,3sg_n_o,3rd singular gender3 transitive object,,,,krio1252,SchultzeBerndt2013
im,,3sg_n_p,3rd singular gender3 possessive,,,,krio1252,SchultzeBerndt2013
